,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
14,1480.0,907418040.0,20.0,rl,74.0,9627.0,pave,none,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7.0,5.0,2007.0,2007.0,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,av,glq,24.0,unf,0.0,1327.0,1351.0,gasa,ex,y,sbrkr,1361.0,0.0,0.0,1361.0,0.0,0.0,2.0,0.0,3.0,1.0,gd,6.0,typ,0.0,none,attchd,2007.0,rfn,2.0,610.0,ta,ta,y,0.0,50.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2008.0,wd ,193000.0
15,324.0,923202105.0,20.0,rl,93.0,10114.0,pave,none,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,5.0,5.0,2004.0,2005.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,ex,ta,av,unf,0.0,unf,0.0,1430.0,1430.0,gasa,ex,y,sbrkr,1430.0,0.0,0.0,1430.0,0.0,0.0,2.0,0.0,3.0,1.0,gd,7.0,typ,0.0,none,attchd,2004.0,rfn,2.0,624.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,3.0,2010.0,wd ,173500.0
16,1311.0,902301140.0,70.0,rm,34.0,4571.0,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,5.0,5.0,1916.0,1950.0,gable,compshg,asbshng,asbshng,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,624.0,624.0,gasa,fa,n,sbrkr,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,ta,7.0,typ,0.0,none,detchd,1916.0,unf,3.0,513.0,fa,fa,y,0.0,0.0,96.0,0.0,0.0,0.0,none,none,none,0.0,5.0,2008.0,cod,98000.0
17,770.0,905101490.0,20.0,rl,80.0,8816.0,pave,none,reg,lvl,allpub,corner,gtl,sawyer,feedr,norm,1fam,1story,5.0,6.0,1963.0,1963.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,ta,ta,no,rec,651.0,unf,0.0,470.0,1121.0,gasa,ta,y,sbrkr,1121.0,0.0,0.0,1121.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,typ,0.0,none,detchd,1963.0,unf,2.0,480.0,ta,ta,y,0.0,80.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,6.0,2009.0,wd ,139000.0
18,2063.0,905107140.0,20.0,rl,71.0,8197.0,pave,none,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,6.0,5.0,1977.0,1977.0,gable,compshg,plywood,plywood,brkface,148.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,660.0,660.0,gasa,ex,y,sbrkr,1285.0,0.0,0.0,1285.0,0.0,0.0,1.0,1.0,3.0,1.0,ta,7.0,typ,1.0,ta,attchd,1977.0,rfn,2.0,528.0,ta,ta,y,138.0,0.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,4.0,2007.0,wd ,143500.0
19,69.0,528458070.0,60.0,fv,72.0,8640.0,pave,none,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,7.0,5.0,2009.0,2009.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,mn,glq,24.0,unf,0.0,732.0,756.0,gasa,ex,y,sbrkr,764.0,783.0,0.0,1547.0,0.0,0.0,2.0,1.0,3.0,1.0,gd,7.0,typ,0.0,none,attchd,2009.0,unf,2.0,614.0,ta,ta,y,169.0,45.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2010.0,con,215200.0
20,2062.0,905106150.0,20.0,rl,109.0,8724.0,pave,none,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5.0,5.0,1968.0,1968.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,gd,ta,no,blq,492.0,unf,0.0,402.0,894.0,gasa,gd,y,sbrkr,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,typ,1.0,po,attchd,1968.0,fin,2.0,450.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,5.0,2007.0,wd ,129000.0
21,351.0,527131030.0,120.0,rl,40.0,5664.0,pave,none,ir1,lvl,allpub,inside,gtl,stonebr,norm,norm,twnhse,1story,8.0,5.0,2000.0,2000.0,gable,compshg,cemntbd,cmentbd,none,0.0,gd,ta,pconc,gd,ta,no,glq,1158.0,unf,0.0,343.0,1501.0,gasa,ex,y,sbrkr,1659.0,0.0,0.0,1659.0,1.0,0.0,2.0,0.0,2.0,1.0,ex,5.0,typ,1.0,ex,attchd,2000.0,fin,2.0,499.0,ta,ta,y,212.0,59.0,0.0,0.0,0.0,0.0,none,none,none,0.0,10.0,2009.0,wd ,278000.0
22,2393.0,528142010.0,60.0,rl,103.0,12867.0,pave,none,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,2story,8.0,5.0,2005.0,2006.0,gable,compshg,cemntbd,cmentbd,none,0.0,gd,ta,pconc,ex,ta,av,unf,0.0,unf,0.0,1209.0,1209.0,gasa,ex,y,sbrkr,1209.0,1044.0,0.0,2253.0,0.0,0.0,2.0,1.0,3.0,1.0,ex,8.0,typ,1.0,gd,attchd,2005.0,fin,2.0,575.0,ta,ta,y,243.0,142.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2006.0,new,344133.0
23,12.0,527165230.0,20.0,rl,63.0,7980.0,pave,none,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,1story,6.0,7.0,1992.0,2007.0,gable,compshg,hdboard,hdboard,none,0.0,ta,gd,pconc,gd,ta,no,alq,935.0,unf,0.0,233.0,1168.0,gasa,ex,y,sbrkr,1187.0,0.0,0.0,1187.0,1.0,0.0,2.0,0.0,3.0,1.0,ta,6.0,typ,0.0,none,attchd,1992.0,fin,2.0,420.0,ta,ta,y,483.0,21.0,0.0,0.0,0.0,0.0,none,gdprv,shed,500.0,3.0,2010.0,wd ,185000.0
24,2339.0,527250040.0,190.0,rl,100.0,34650.0,pave,none,reg,bnk,allpub,inside,gtl,gilbert,norm,norm,2fmcon,1story,5.0,5.0,1955.0,1955.0,hip,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,mn,rec,1056.0,unf,0.0,0.0,1056.0,gasa,ta,n,sbrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,typ,0.0,none,attchd,1955.0,fin,2.0,572.0,ta,ta,y,264.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,1.0,2006.0,wd ,145000.0
25,624.0,535104120.0,20.0,rl,92.0,10573.0,pave,none,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,6.0,6.0,1961.0,1961.0,hip,compshg,metalsd,metalsd,brkface,3.0,ta,ta,cblock,ta,ta,no,rec,1312.0,unf,0.0,141.0,1453.0,gasa,ex,y,sbrkr,1453.0,0.0,0.0,1453.0,1.0,0.0,2.0,0.0,3.0,1.0,ta,6.0,typ,1.0,ta,attchd,1961.0,rfn,2.0,530.0,ta,ta,y,0.0,49.0,0.0,0.0,288.0,0.0,none,gdprv,none,0.0,4.0,2009.0,wd ,187500.0
26,86.0,532376160.0,20.0,rl,65.0,8450.0,pave,none,reg,lvl,allpub,inside,gtl,sawyer,rrae,norm,1fam,1story,5.0,8.0,1965.0,2009.0,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,cblock,ta,ta,no,glq,553.0,blq,117.0,224.0,894.0,gasa,ex,y,sbrkr,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,typ,1.0,gd,detchd,1973.0,unf,1.0,336.0,ta,ta,y,416.0,144.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,4.0,2010.0,wd ,138500.0
27,1534.0,909277040.0,50.0,rl,64.0,11700.0,pave,grvl,ir1,hls,allpub,inside,mod,crawfor,norm,norm,1fam,1.5fin,5.0,6.0,1937.0,1995.0,gable,compshg,wdshing,wd shng,none,0.0,ta,ta,cblock,ta,ta,no,blq,606.0,unf,0.0,336.0,942.0,gasa,ex,y,sbrkr,1265.0,673.0,0.0,1938.0,0.0,0.0,2.0,0.0,4.0,1.0,gd,7.0,min2,1.0,gd,detchd,1937.0,unf,1.0,240.0,ta,ta,y,0.0,40.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2008.0,wd ,198000.0
28,2243.0,911103060.0,190.0,c (all),75.0,8250.0,pave,none,reg,lvl,allpub,inside,gtl,idotrr,feedr,norm,2fmcon,2story,5.0,6.0,1895.0,2006.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,gd,cblock,ta,ta,no,unf,0.0,unf,0.0,957.0,957.0,gasa,fa,n,sbrkr,1034.0,957.0,0.0,1991.0,0.0,0.0,2.0,0.0,4.0,2.0,ta,9.0,typ,0.0,none,none,0.0,none,0.0,0.0,none,none,n,0.0,0.0,133.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2007.0,wd ,119600.0
29,1957.0,535450190.0,50.0,rl,60.0,8064.0,pave,none,reg,lvl,allpub,corner,gtl,names,artery,norm,1fam,1.5fin,5.0,7.0,1949.0,2006.0,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,cblock,ta,ta,mn,unf,0.0,unf,0.0,672.0,672.0,gasa,ex,y,sbrkr,672.0,252.0,0.0,924.0,0.0,0.0,1.0,0.0,3.0,1.0,ta,6.0,typ,1.0,po,detchd,2003.0,unf,2.0,576.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,mnprv,shed,2000.0,7.0,2007.0,wd ,122900.0
30,380.0,527355150.0,20.0,rl,80.0,9600.0,pave,none,reg,lvl,allpub,inside,gtl,nwames,posn,norm,1fam,1story,8.0,5.0,1981.0,1981.0,hip,wdshngl,brkface,brkface,none,0.0,gd,ta,pconc,gd,ta,no,alq,1104.0,unf,0.0,1420.0,2524.0,gasa,ta,y,sbrkr,2524.0,0.0,0.0,2524.0,1.0,0.0,2.0,1.0,4.0,1.0,gd,9.0,typ,1.0,gd,attchd,1981.0,fin,2.0,542.0,ta,ta,y,474.0,120.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,7.0,2009.0,wd ,278000.0
31,2860.0,909276010.0,70.0,rl,64.0,11435.0,pave,none,ir1,hls,allpub,corner,mod,crawfor,norm,norm,1fam,2story,8.0,7.0,1929.0,1950.0,gable,compshg,brkface,stucco,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,792.0,792.0,gasa,fa,y,sbrkr,792.0,725.0,0.0,1517.0,0.0,0.0,1.0,0.0,3.0,1.0,gd,7.0,typ,2.0,gd,detchd,1931.0,unf,2.0,400.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2006.0,wd ,230000.0
32,2517.0,533250130.0,120.0,rl,30.0,9549.0,pave,none,ir1,lvl,allpub,culdsac,gtl,veenker,norm,norm,twnhse,1story,8.0,5.0,1995.0,1996.0,hip,compshg,brkface,brkface,none,0.0,gd,gd,pconc,gd,gd,av,lwq,437.0,glq,1057.0,0.0,1494.0,gasa,ex,y,sbrkr,1494.0,0.0,0.0,1494.0,1.0,0.0,1.0,1.0,2.0,1.0,ex,6.0,typ,1.0,gd,attchd,1995.0,fin,2.0,481.0,ta,ta,y,0.0,30.0,0.0,0.0,216.0,0.0,none,none,none,0.0,4.0,2006.0,wd ,270000.0
33,1933.0,535302070.0,20.0,rl,60.0,10950.0,pave,none,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6.0,6.0,1952.0,1952.0,hip,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,alq,441.0,unf,0.0,507.0,948.0,gasa,ta,y,sbrkr,948.0,0.0,0.0,948.0,0.0,0.0,1.0,0.0,2.0,1.0,ta,5.0,typ,0.0,none,detchd,1952.0,unf,2.0,410.0,ta,ta,n,0.0,48.0,0.0,0.0,0.0,0.0,none,none,none,0.0,4.0,2007.0,wd ,125000.0
34,820.0,906340110.0,20.0,rl,79.0,10637.0,pave,none,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,8.0,5.0,2007.0,2008.0,hip,compshg,vinylsd,vinylsd,stone,336.0,gd,ta,pconc,ex,ta,gd,glq,1288.0,unf,0.0,417.0,1705.0,gasa,ex,y,sbrkr,1718.0,0.0,0.0,1718.0,1.0,0.0,2.0,0.0,3.0,1.0,gd,7.0,typ,1.0,gd,attchd,2007.0,rfn,3.0,826.0,ta,ta,y,208.0,44.0,0.0,0.0,0.0,0.0,none,none,none,0.0,9.0,2009.0,wd ,297000.0
35,675.0,535426150.0,20.0,rl,80.0,9000.0,pave,none,ir1,hls,allpub,inside,mod,names,norm,norm,1fam,1story,6.0,6.0,1958.0,1958.0,flat,tar&grv,wd sdng,wd sdng,brkface,82.0,ta,ta,cblock,gd,ta,gd,unf,0.0,unf,0.0,160.0,160.0,gasa,fa,y,sbrkr,1142.0,0.0,0.0,1142.0,0.0,0.0,1.0,0.0,2.0,1.0,ta,5.0,typ,1.0,gd,basment,1958.0,rfn,1.0,384.0,ta,ta,y,0.0,28.0,64.0,0.0,0.0,0.0,none,none,none,0.0,4.0,2009.0,wd ,113500.0
36,2910.0,923225240.0,160.0,rm,41.0,2665.0,pave,none,reg,lvl,allpub,inside,gtl,meadowv,norm,norm,twnhse,2story,5.0,6.0,1977.0,1977.0,gable,compshg,cemntbd,cmentbd,none,0.0,ta,ta,pconc,ta,ta,no,alq,548.0,rec,173.0,36.0,757.0,gasa,ex,y,sbrkr,925.0,550.0,0.0,1475.0,0.0,0.0,2.0,0.0,4.0,1.0,ta,6.0,typ,1.0,ta,attchd,1977.0,rfn,1.0,336.0,ta,ta,y,104.0,26.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2006.0,wd ,127000.0
37,21.0,527358140.0,20.0,rl,105.0,11751.0,pave,none,ir1,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,6.0,6.0,1977.0,1977.0,hip,compshg,plywood,plywood,brkface,480.0,ta,ta,cblock,gd,ta,no,blq,705.0,unf,0.0,1139.0,1844.0,gasa,ex,y,sbrkr,1844.0,0.0,0.0,1844.0,0.0,0.0,2.0,0.0,3.0,1.0,ta,7.0,typ,1.0,ta,attchd,1977.0,rfn,2.0,546.0,ta,ta,y,0.0,122.0,0.0,0.0,0.0,0.0,none,mnprv,none,0.0,1.0,2010.0,cod,190000.0
38,1873.0,534177210.0,20.0,rl,80.0,9600.0,pave,none,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,7.0,6.0,1973.0,1973.0,hip,compshg,hdboard,hdboard,brkface,320.0,ta,ta,cblock,ta,ta,no,alq,916.0,unf,0.0,326.0,1242.0,gasa,fa,y,sbrkr,1242.0,0.0,0.0,1242.0,0.0,0.0,1.0,1.0,3.0,1.0,ta,6.0,typ,1.0,ta,attchd,1973.0,unf,2.0,528.0,ta,ta,y,0.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,9.0,2007.0,wd ,175500.0
39,2125.0,907135050.0,20.0,rl,60.0,8428.0,pave,none,ir2,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,5.0,7.0,1994.0,1994.0,gable,compshg,vinylsd,vinylsd,none,0.0,ta,gd,pconc,gd,gd,no,glq,420.0,unf,0.0,570.0,990.0,gasa,ex,y,sbrkr,990.0,0.0,0.0,990.0,1.0,0.0,1.0,0.0,3.0,1.0,ta,5.0,typ,0.0,none,detchd,1995.0,unf,1.0,384.0,ta,ta,y,256.0,0.0,0.0,0.0,0.0,0.0,none,none,none,0.0,7.0,2007.0,wd ,146000.0
40,1489.0,908102260.0,20.0,rl,75.0,9937.0,pave,none,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,5.0,6.0,1965.0,1965.0,gable,compshg,hdboard,hdboard,none,0.0,gd,ta,cblock,ta,ta,no,blq,830.0,lwq,290.0,136.0,1256.0,gasa,gd,y,sbrkr,1256.0,0.0,0.0,1256.0,1.0,0.0,1.0,1.0,3.0,1.0,ta,6.0,typ,0.0,none,attchd,1965.0,fin,1.0,276.0,ta,ta,y,736.0,68.0,0.0,0.0,0.0,0.0,none,none,none,0.0,6.0,2008.0,wd ,147500.0
41,2383.0,528110050.0,20.0,rl,107.0,13891.0,pave,none,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,10.0,5.0,2006.0,2006.0,gable,compshg,vinylsd,vinylsd,none,0.0,ex,ta,pconc,ex,gd,gd,glq,1386.0,unf,0.0,690.0,2076.0,gasa,ex,y,sbrkr,2076.0,0.0,0.0,2076.0,1.0,0.0,2.0,1.0,2.0,1.0,ex,7.0,typ,1.0,gd,attchd,2006.0,fin,3.0,850.0,ta,ta,y,216.0,229.0,0.0,0.0,0.0,0.0,none,none,none,0.0,9.0,2006.0,new,465000.0
